CONSUMER_SPENDING,TBL1,TBL2,TBL3,TBL4,TBL5,TBL6,TBL7,BOND1,BOND2,BOND3,BOND4,BOND5,BOND6,BOND7,DEBT1,DEBT2,DEBT3,DEBT4,DEBT5,DEBT6,DEBT7,DLSP1,DLSP2,DLSP3,DLSP4,DLSP5,DLSP6,DLSP7
1.5,3.05,3.12,3.69,3.89,4.57,5.39,5.56,6.74,6.62,7.38,7.3,7.35,7.94,8.13,1.184110661,1.192999629,1.203113044,1.21370869,1.221286764,1.228144253,1.225938694,0.023370523,0.014111348,0.010772929,0.03353939,0.011596772,0.030139698,0.045099979
3.6,2.98,3.05,3.12,3.69,3.89,4.57,5.39,6.28,6.74,6.62,7.38,7.3,7.35,7.94,1.175742912,1.184110661,1.192999629,1.203113044,1.21370869,1.221286764,1.228144253,0.036720096,0.023370523,0.014111348,0.010772929,0.03353939,0.011596772,0.030139698
4.5,2.96,2.98,3.05,3.12,3.69,3.89,4.57,5.99,6.28,6.74,6.62,7.38,7.3,7.35,1.166683125,1.175742912,1.184110661,1.192999629,1.203113044,1.21370869,1.221286764,0.005293974,0.036720096,0.023370523,0.014111348,0.010772929,0.03353939,0.011596772
3.6,3.01,2.96,2.98,3.05,3.12,3.69,3.89,5.62,5.99,6.28,6.74,6.62,7.38,7.3,1.167882614,1.166683125,1.175742912,1.184110661,1.192999629,1.203113044,1.21370869,0.021914699,0.005293974,0.036720096,0.023370523,0.014111348,0.010772929,0.03353939
4.7,3.05,3.01,2.96,2.98,3.05,3.12,3.69,5.61,5.62,5.99,6.28,6.74,6.62,7.38,1.171144443,1.167882614,1.166683125,1.175742912,1.184110661,1.192999629,1.203113044,0.018397963,0.021914699,0.005293974,0.036720096,0.023370523,0.014111348,0.010772929
3.1,3.24,3.05,3.01,2.96,2.98,3.05,3.12,6.07,5.61,5.62,5.99,6.28,6.74,6.62,1.174687764,1.171144443,1.167882614,1.166683125,1.175742912,1.184110661,1.192999629,-0.00111089,0.018397963,0.021914699,0.005293974,0.036720096,0.023370523,0.014111348
3.1,3.95,3.24,3.05,3.01,2.96,2.98,3.05,7.08,6.07,5.61,5.62,5.99,6.28,6.74,1.17414154,1.174687764,1.171144443,1.167882614,1.166683125,1.175742912,1.184110661,-0.031202004,-0.00111089,0.018397963,0.021914699,0.005293974,0.036720096,0.023370523
4.4,4.46,3.95,3.24,3.05,3.01,2.96,2.98,7.33,7.08,6.07,5.61,5.62,5.99,6.28,1.173881881,1.17414154,1.174687764,1.171144443,1.167882614,1.166683125,1.175742912,0.032592198,-0.031202004,-0.00111089,0.018397963,0.021914699,0.005293974,0.036720096
1.1,5.28,4.46,3.95,3.24,3.05,3.01,2.96,7.84,7.33,7.08,6.07,5.61,5.62,5.99,1.174405012,1.173881881,1.17414154,1.174687764,1.171144443,1.167882614,1.166683125,-0.008016517,0.032592198,-0.031202004,-0.00111089,0.018397963,0.021914699,0.005293974
3.6,5.73,5.28,4.46,3.95,3.24,3.05,3.01,7.48,7.84,7.33,7.08,6.07,5.61,5.62,1.178399306,1.174405012,1.173881881,1.17414154,1.174687764,1.171144443,1.167882614,0.051498297,-0.008016517,0.032592198,-0.031202004,-0.00111089,0.018397963,0.021914699
3.7,5.59,5.73,5.28,4.46,3.95,3.24,3.05,6.62,7.48,7.84,7.33,7.08,6.07,5.61,1.177824924,1.178399306,1.174405012,1.173881881,1.17414154,1.174687764,1.171144443,0.088108935,0.051498297,-0.008016517,0.032592198,-0.031202004,-0.00111089,0.018397963
2.8,5.37,5.59,5.73,5.28,4.46,3.95,3.24,6.32,6.62,7.48,7.84,7.33,7.08,6.07,1.186523221,1.177824924,1.178399306,1.174405012,1.173881881,1.17414154,1.174687764,0.069996807,0.088108935,0.051498297,-0.008016517,0.032592198,-0.031202004,-0.00111089
3.8,5.26,5.37,5.59,5.73,5.28,4.46,3.95,5.89,6.32,6.62,7.48,7.84,7.33,7.08,1.192267378,1.186523221,1.177824924,1.178399306,1.174405012,1.173881881,1.17414154,0.053813027,0.069996807,0.088108935,0.051498297,-0.008016517,0.032592198,-0.031202004
4.4,4.93,5.26,5.37,5.59,5.73,5.28,4.46,5.91,5.89,6.32,6.62,7.48,7.84,7.33,1.198691219,1.192267378,1.186523221,1.177824924,1.178399306,1.174405012,1.173881881,0.063999297,0.053813027,0.069996807,0.088108935,0.051498297,-0.008016517,0.032592198
2.4,5.02,4.93,5.26,5.37,5.59,5.73,5.28,6.72,5.91,5.89,6.32,6.62,7.48,7.84,1.202227006,1.198691219,1.192267378,1.186523221,1.177824924,1.178399306,1.174405012,0.036762239,0.063999297,0.053813027,0.069996807,0.088108935,0.051498297,-0.008016517
3.2,5.1,5.02,4.93,5.26,5.37,5.59,5.73,6.78,6.72,5.91,5.89,6.32,6.62,7.48,1.206684706,1.202227006,1.198691219,1.192267378,1.186523221,1.177824924,1.178399306,-0.007374442,0.036762239,0.063999297,0.053813027,0.069996807,0.088108935,0.051498297
4.3,4.97,5.1,5.02,4.93,5.26,5.37,5.59,6.34,6.78,6.72,5.91,5.89,6.32,6.62,1.20705886,1.206684706,1.202227006,1.198691219,1.192267378,1.186523221,1.177824924,0.1071056,-0.007374442,0.036762239,0.063999297,0.053813027,0.069996807,0.088108935
1.8,5.06,4.97,5.1,5.02,4.93,5.26,5.37,6.56,6.34,6.78,6.72,5.91,5.89,6.32,1.205795903,1.20705886,1.206684706,1.202227006,1.198691219,1.192267378,1.186523221,0.057792668,0.1071056,-0.007374442,0.036762239,0.063999297,0.053813027,0.069996807
7,5.05,5.06,4.97,5.1,5.02,4.93,5.26,6.7,6.56,6.34,6.78,6.72,5.91,5.89,1.203448886,1.205795903,1.20705886,1.206684706,1.202227006,1.198691219,1.192267378,0.082472619,0.057792668,0.1071056,-0.007374442,0.036762239,0.063999297,0.053813027
4.8,5.05,5.05,5.06,4.97,5.1,5.02,4.93,6.24,6.7,6.56,6.34,6.78,6.72,5.91,1.207976454,1.203448886,1.205795903,1.20705886,1.206684706,1.202227006,1.198691219,0.09989893,0.082472619,0.057792668,0.1071056,-0.007374442,0.036762239,0.063999297
4.2,5.08,5.05,5.05,5.06,4.97,5.1,5.02,5.91,6.24,6.7,6.56,6.34,6.78,6.72,1.213916903,1.207976454,1.203448886,1.205795903,1.20705886,1.206684706,1.202227006,0.013964578,0.09989893,0.082472619,0.057792668,0.1071056,-0.007374442,0.036762239
7.3,5.06,5.08,5.05,5.05,5.06,4.97,5.1,5.59,5.91,6.24,6.7,6.56,6.34,6.78,1.218010256,1.213916903,1.207976454,1.203448886,1.205795903,1.20705886,1.206684706,0.097508112,0.013964578,0.09989893,0.082472619,0.057792668,0.1071056,-0.007374442
5.4,4.98,5.06,5.08,5.05,5.05,5.06,4.97,5.6,5.59,5.91,6.24,6.7,6.56,6.34,1.225758123,1.218010256,1.213916903,1.207976454,1.203448886,1.205795903,1.20705886,0.063424745,0.097508112,0.013964578,0.09989893,0.082472619,0.057792668,0.1071056
6,4.85,4.98,5.06,5.08,5.05,5.05,5.06,5.2,5.6,5.59,5.91,6.24,6.7,6.56,1.243228856,1.225758123,1.218010256,1.213916903,1.207976454,1.203448886,1.205795903,-0.075120343,0.063424745,0.097508112,0.013964578,0.09989893,0.082472619,0.057792668
3.9,4.25,4.85,4.98,5.06,5.08,5.05,5.05,4.67,5.2,5.6,5.59,5.91,6.24,6.7,1.252338798,1.243228856,1.225758123,1.218010256,1.213916903,1.207976454,1.203448886,0.120565035,-0.075120343,0.063424745,0.097508112,0.013964578,0.09989893,0.082472619
6.1,4.41,4.25,4.85,4.98,5.06,5.08,5.05,4.98,4.67,5.2,5.6,5.59,5.91,6.24,1.26284805,1.252338798,1.243228856,1.225758123,1.218010256,1.213916903,1.207976454,0.085802467,0.120565035,-0.075120343,0.063424745,0.097508112,0.013964578,0.09989893
4.6,4.44,4.41,4.25,4.85,4.98,5.06,5.08,5.54,4.98,4.67,5.2,5.6,5.59,5.91,1.271910976,1.26284805,1.252338798,1.243228856,1.225758123,1.218010256,1.213916903,0.052581391,0.085802467,0.120565035,-0.075120343,0.063424745,0.097508112,0.013964578
6,4.65,4.44,4.41,4.25,4.85,4.98,5.06,5.88,5.54,4.98,4.67,5.2,5.6,5.59,1.281594465,1.271910976,1.26284805,1.252338798,1.243228856,1.225758123,1.218010256,-0.019616401,0.052581391,0.085802467,0.120565035,-0.075120343,0.063424745,0.097508112
6.2,5.03,4.65,4.44,4.41,4.25,4.85,4.98,6.14,5.88,5.54,4.98,4.67,5.2,5.6,1.298377831,1.281594465,1.271910976,1.26284805,1.252338798,1.243228856,1.225758123,0.070985908,-0.019616401,0.052581391,0.085802467,0.120565035,-0.075120343,0.063424745
3.9,5.53,5.03,4.65,4.44,4.41,4.25,4.85,6.48,6.14,5.88,5.54,4.98,4.67,5.2,1.308252236,1.298377831,1.281594465,1.271910976,1.26284805,1.252338798,1.243228856,0.009048973,0.070985908,-0.019616401,0.052581391,0.085802467,0.120565035,-0.075120343
3.9,5.71,5.53,5.03,4.65,4.44,4.41,4.25,6.18,6.48,6.14,5.88,5.54,4.98,4.67,1.318872483,1.308252236,1.298377831,1.281594465,1.271910976,1.26284805,1.252338798,0.015877667,0.009048973,0.070985908,-0.019616401,0.052581391,0.085802467,0.120565035
3.6,6.02,5.71,5.53,5.03,4.65,4.44,4.41,5.89,6.18,6.48,6.14,5.88,5.54,4.98,1.327850426,1.318872483,1.308252236,1.298377831,1.281594465,1.271910976,1.26284805,0.013174142,0.015877667,0.009048973,0.070985908,-0.019616401,0.052581391,0.085802467
1.7,6.02,6.02,5.71,5.53,5.03,4.65,4.44,5.57,5.89,6.18,6.48,6.14,5.88,5.54,1.334096185,1.327850426,1.318872483,1.308252236,1.298377831,1.281594465,1.271910976,-0.075871472,0.013174142,0.015877667,0.009048973,0.070985908,-0.019616401,0.052581391
1,4.82,6.02,6.02,5.71,5.53,5.03,4.65,5.05,5.57,5.89,6.18,6.48,6.14,5.88,1.338456194,1.334096185,1.327850426,1.318872483,1.308252236,1.298377831,1.281594465,-0.076234966,-0.075871472,0.013174142,0.015877667,0.009048973,0.070985908,-0.019616401
1.5,3.66,4.82,6.02,6.02,5.71,5.53,5.03,5.27,5.05,5.57,5.89,6.18,6.48,6.14,1.339128422,1.338456194,1.334096185,1.327850426,1.318872483,1.308252236,1.298377831,-0.009770699,-0.076234966,-0.075871472,0.013174142,0.015877667,0.009048973,0.070985908
6.3,3.21,3.66,4.82,6.02,6.02,5.71,5.53,4.98,5.27,5.05,5.57,5.89,6.18,6.48,1.356919008,1.339128422,1.338456194,1.334096185,1.327850426,1.318872483,1.308252236,-0.096741642,-0.009770699,-0.076234966,-0.075871472,0.013174142,0.015877667,0.009048973
1.2,1.92,3.21,3.66,4.82,6.02,6.02,5.71,4.77,4.98,5.27,5.05,5.57,5.89,6.18,1.376504187,1.356919008,1.339128422,1.338456194,1.334096185,1.327850426,1.318872483,-0.011418392,-0.096741642,-0.009770699,-0.076234966,-0.075871472,0.013174142,0.015877667
2.1,1.72,1.92,3.21,3.66,4.82,6.02,6.02,5.08,4.77,4.98,5.27,5.05,5.57,5.89,1.385866711,1.376504187,1.356919008,1.339128422,1.338456194,1.334096185,1.327850426,0.010995965,-0.011418392,-0.096741642,-0.009770699,-0.076234966,-0.075871472,0.013174142
2.8,1.72,1.72,1.92,3.21,3.66,4.82,6.02,5.1,5.08,4.77,4.98,5.27,5.05,5.57,1.392362301,1.385866711,1.376504187,1.356919008,1.339128422,1.338456194,1.334096185,-0.076881109,0.010995965,-0.011418392,-0.096741642,-0.009770699,-0.076234966,-0.075871472
2.2,1.65,1.72,1.72,1.92,3.21,3.66,4.82,4.26,5.1,5.08,4.77,4.98,5.27,5.05,1.402585318,1.392362301,1.385866711,1.376504187,1.356919008,1.339128422,1.338456194,-0.170368578,-0.076881109,0.010995965,-0.011418392,-0.096741642,-0.009770699,-0.076234966
1.8,1.35,1.65,1.72,1.72,1.92,3.21,3.66,4.01,4.26,5.1,5.08,4.77,4.98,5.27,1.410666798,1.402585318,1.392362301,1.385866711,1.376504187,1.356919008,1.339128422,0.022048237,-0.170368578,-0.076881109,0.010995965,-0.011418392,-0.096741642,-0.009770699
4.5,1.16,1.35,1.65,1.72,1.72,1.92,3.21,3.92,4.01,4.26,5.1,5.08,4.77,4.98,1.424167243,1.410666798,1.402585318,1.392362301,1.385866711,1.376504187,1.356919008,-0.059809085,0.022048237,-0.170368578,-0.076881109,0.010995965,-0.011418392,-0.096741642
6,1.04,1.16,1.35,1.65,1.72,1.72,1.92,3.62,3.92,4.01,4.26,5.1,5.08,4.77,1.432182749,1.424167243,1.410666798,1.402585318,1.392362301,1.385866711,1.376504187,0.1149329,-0.059809085,0.022048237,-0.170368578,-0.076881109,0.010995965,-0.011418392
3.1,0.93,1.04,1.16,1.35,1.65,1.72,1.72,4.23,3.62,3.92,4.01,4.26,5.1,5.08,1.451953614,1.432182749,1.424167243,1.410666798,1.402585318,1.392362301,1.385866711,0.047631786,0.1149329,-0.059809085,0.022048237,-0.170368578,-0.076881109,0.010995965
3.9,0.92,0.93,1.04,1.16,1.35,1.65,1.72,4.29,4.23,3.62,3.92,4.01,4.26,5.1,1.458978105,1.451953614,1.432182749,1.424167243,1.410666798,1.402585318,1.392362301,0.072931942,0.047631786,0.1149329,-0.059809085,0.022048237,-0.170368578,-0.076881109
2.6,0.91,0.92,0.93,1.04,1.16,1.35,1.65,4.02,4.29,4.23,3.62,3.92,4.01,4.26,1.459961126,1.458978105,1.451953614,1.432182749,1.424167243,1.410666798,1.402585318,0.054806691,0.072931942,0.047631786,0.1149329,-0.059809085,0.022048237,-0.170368578
3.9,1.06,0.91,0.92,0.93,1.04,1.16,1.35,4.6,4.02,4.29,4.23,3.62,3.92,4.01,1.462387266,1.459961126,1.458978105,1.451953614,1.432182749,1.424167243,1.410666798,-0.009883212,0.054806691,0.072931942,0.047631786,0.1149329,-0.059809085,0.022048237
4.2,1.47,1.06,0.91,0.92,0.93,1.04,1.16,4.3,4.6,4.02,4.29,4.23,3.62,3.92,1.469674996,1.462387266,1.459961126,1.458978105,1.451953614,1.432182749,1.424167243,-0.01443516,-0.009883212,0.054806691,0.072931942,0.047631786,0.1149329,-0.059809085
3.1,1.99,1.47,1.06,0.91,0.92,0.93,1.04,4.17,4.3,4.6,4.02,4.29,4.23,3.62,1.47793744,1.469674996,1.462387266,1.459961126,1.458978105,1.451953614,1.432182749,0.057179502,-0.01443516,-0.009883212,0.054806691,0.072931942,0.047631786,0.1149329
4.4,2.53,1.99,1.47,1.06,0.91,0.92,0.93,4.3,4.17,4.3,4.6,4.02,4.29,4.23,1.494711045,1.47793744,1.469674996,1.462387266,1.459961126,1.458978105,1.451953614,0.013986169,0.057179502,-0.01443516,-0.009883212,0.054806691,0.072931942,0.047631786
3.1,2.85,2.53,1.99,1.47,1.06,0.91,0.92,4.16,4.3,4.17,4.3,4.6,4.02,4.29,1.497971466,1.494711045,1.47793744,1.469674996,1.462387266,1.459961126,1.458978105,-0.007256758,0.013986169,0.057179502,-0.01443516,-0.009883212,0.054806691,0.072931942
1.5,3.35,2.85,2.53,1.99,1.47,1.06,0.91,4.21,4.16,4.3,4.17,4.3,4.6,4.02,1.510736425,1.497971466,1.494711045,1.47793744,1.469674996,1.462387266,1.459961126,0.039778229,-0.007256758,0.013986169,0.057179502,-0.01443516,-0.009883212,0.054806691
4.6,3.83,3.35,2.85,2.53,1.99,1.47,1.06,4.49,4.21,4.16,4.3,4.17,4.3,4.6,1.524045798,1.510736425,1.497971466,1.494711045,1.47793744,1.469674996,1.462387266,0.005809347,0.039778229,-0.007256758,0.013986169,0.057179502,-0.01443516,-0.009883212
2.1,4.39,3.83,3.35,2.85,2.53,1.99,1.47,4.57,4.49,4.21,4.16,4.3,4.17,4.3,1.537105075,1.524045798,1.510736425,1.497971466,1.494711045,1.47793744,1.469674996,0.039905341,0.005809347,0.039778229,-0.007256758,0.013986169,0.057179502,-0.01443516
2.4,4.71,4.39,3.83,3.35,2.85,2.53,1.99,5.07,4.57,4.49,4.21,4.16,4.3,4.17,1.553151187,1.537105075,1.524045798,1.510736425,1.497971466,1.494711045,1.47793744,-0.001222364,0.039905341,0.005809347,0.039778229,-0.007256758,0.013986169,0.057179502
4.1,4.91,4.71,4.39,3.83,3.35,2.85,2.53,4.9,5.07,4.57,4.49,4.21,4.16,4.3,1.570672895,1.553151187,1.537105075,1.524045798,1.510736425,1.497971466,1.494711045,0.016848118,-0.001222364,0.039905341,0.005809347,0.039778229,-0.007256758,0.013986169
2.1,4.9,4.91,4.71,4.39,3.83,3.35,2.85,4.63,4.9,5.07,4.57,4.49,4.21,4.16,1.585453531,1.570672895,1.553151187,1.537105075,1.524045798,1.510736425,1.497971466,0.069184028,0.016848118,-0.001222364,0.039905341,0.005809347,0.039778229,-0.007256758
1.4,4.98,4.9,4.91,4.71,4.39,3.83,3.35,4.68,4.63,4.9,5.07,4.57,4.49,4.21,1.603364833,1.585453531,1.570672895,1.553151187,1.537105075,1.524045798,1.510736425,0.01631884,0.069184028,0.016848118,-0.001222364,0.039905341,0.005809347,0.039778229
1.8,4.74,4.98,4.9,4.91,4.71,4.39,3.83,4.85,4.68,4.63,4.9,5.07,4.57,4.49,1.616938988,1.603364833,1.585453531,1.570672895,1.553151187,1.537105075,1.524045798,0.057044075,0.01631884,0.069184028,0.016848118,-0.001222364,0.039905341,0.005809347
0.5,4.32,4.74,4.98,4.9,4.91,4.71,4.39,4.73,4.85,4.68,4.63,4.9,5.07,4.57,1.641471808,1.616938988,1.603364833,1.585453531,1.570672895,1.553151187,1.537105075,-0.013448175,0.057044075,0.01631884,0.069184028,0.016848118,-0.001222364,0.039905341
-0.8,3.41,4.32,4.74,4.98,4.9,4.91,4.71,4.26,4.73,4.85,4.68,4.63,4.9,5.07,1.66091452,1.641471808,1.616938988,1.603364833,1.585453531,1.570672895,1.553151187,0.009574729,-0.013448175,0.057044075,0.01631884,0.069184028,0.016848118,-0.001222364
0.7,2.09,3.41,4.32,4.74,4.98,4.9,4.91,3.66,4.26,4.73,4.85,4.68,4.63,4.9,1.675931838,1.66091452,1.641471808,1.616938988,1.603364833,1.585453531,1.570672895,-0.109595708,0.009574729,-0.013448175,0.057044075,0.01631884,0.069184028,0.016848118
-2.9,1.62,2.09,3.41,4.32,4.74,4.98,4.9,3.89,3.66,4.26,4.73,4.85,4.68,4.63,1.68517294,1.675931838,1.66091452,1.641471808,1.616938988,1.603364833,1.585453531,0.00841956,-0.109595708,0.009574729,-0.013448175,0.057044075,0.01631884,0.069184028
-4.7,1.53,1.62,2.09,3.41,4.32,4.74,4.98,3.86,3.89,3.66,4.26,4.73,4.85,4.68,1.685092449,1.68517294,1.675931838,1.66091452,1.641471808,1.616938988,1.603364833,-0.089851144,0.00841956,-0.109595708,0.009574729,-0.013448175,0.057044075,0.01631884
-1.4,0.33,1.53,1.62,2.09,3.41,4.32,4.74,3.25,3.86,3.89,3.66,4.26,4.73,4.85,1.692358497,1.685092449,1.68517294,1.675931838,1.66091452,1.641471808,1.616938988,-0.29458945,-0.089851144,0.00841956,-0.109595708,0.009574729,-0.013448175,0.057044075
-1.8,0.2,0.33,1.53,1.62,2.09,3.41,4.32,2.74,3.25,3.86,3.89,3.66,4.26,4.73,1.678572327,1.692358497,1.685092449,1.68517294,1.675931838,1.66091452,1.641471808,-0.160041751,-0.29458945,-0.089851144,0.00841956,-0.109595708,0.009574729,-0.013448175
2.4,0.17,0.2,0.33,1.53,1.62,2.09,3.41,3.31,2.74,3.25,3.86,3.89,3.66,4.26,1.669586764,1.678572327,1.692358497,1.685092449,1.68517294,1.675931838,1.66091452,0.139247183,-0.160041751,-0.29458945,-0.089851144,0.00841956,-0.109595708,0.009574729
0,0.16,0.17,0.2,0.33,1.53,1.62,2.09,3.52,3.31,2.74,3.25,3.86,3.89,3.66,1.673883085,1.669586764,1.678572327,1.692358497,1.685092449,1.68517294,1.675931838,0.122689106,0.139247183,-0.160041751,-0.29458945,-0.089851144,0.00841956,-0.109595708
2.2,0.06,0.16,0.17,0.2,0.33,1.53,1.62,3.46,3.52,3.31,2.74,3.25,3.86,3.89,1.674029043,1.673883085,1.669586764,1.678572327,1.692358497,1.685092449,1.68517294,0.057600558,0.122689106,0.139247183,-0.160041751,-0.29458945,-0.089851144,0.00841956
3.3,0.1,0.06,0.16,0.17,0.2,0.33,1.53,3.72,3.46,3.52,3.31,2.74,3.25,3.86,1.657173581,1.674029043,1.673883085,1.669586764,1.678572327,1.692358497,1.685092449,0.030593607,0.057600558,0.122689106,0.139247183,-0.160041751,-0.29458945,-0.089851144
2.6,0.15,0.1,0.06,0.16,0.17,0.2,0.33,3.49,3.72,3.46,3.52,3.31,2.74,3.25,1.636585273,1.657173581,1.674029043,1.673883085,1.669586764,1.678572327,1.692358497,-0.012316479,0.030593607,0.057600558,0.122689106,0.139247183,-0.160041751,-0.29458945
4.2,0.15,0.15,0.1,0.06,0.16,0.17,0.2,2.79,3.49,3.72,3.46,3.52,3.31,2.74,1.612559399,1.636585273,1.657173581,1.674029043,1.673883085,1.669586764,1.678572327,-0.004449223,-0.012316479,0.030593607,0.057600558,0.122689106,0.139247183,-0.160041751
2,0.14,0.15,0.15,0.1,0.06,0.16,0.17,2.86,2.79,3.49,3.72,3.46,3.52,3.31,1.593411697,1.612559399,1.636585273,1.657173581,1.674029043,1.673883085,1.669586764,0.095339782,-0.004449223,-0.012316479,0.030593607,0.057600558,0.122689106,0.139247183
0.8,0.13,0.14,0.15,0.15,0.1,0.06,0.16,3.46,2.86,2.79,3.49,3.72,3.46,3.52,1.569608627,1.593411697,1.612559399,1.636585273,1.657173581,1.674029043,1.673883085,0.084095503,0.095339782,-0.004449223,-0.012316479,0.030593607,0.057600558,0.122689106
1.8,0.05,0.13,0.14,0.15,0.15,0.1,0.06,3.21,3.46,2.86,2.79,3.49,3.72,3.46,1.552845154,1.569608627,1.593411697,1.612559399,1.636585273,1.657173581,1.674029043,0.022659857,0.084095503,0.095339782,-0.004449223,-0.012316479,0.030593607,0.057600558
1.4,0.02,0.05,0.13,0.14,0.15,0.15,0.1,2.43,3.21,3.46,2.86,2.79,3.49,3.72,1.537171249,1.552845154,1.569608627,1.593411697,1.612559399,1.636585273,1.657173581,-0.100934887,0.022659857,0.084095503,0.095339782,-0.004449223,-0.012316479,0.030593607
2.4,0.02,0.02,0.05,0.13,0.14,0.15,0.15,2.05,2.43,3.21,3.46,2.86,2.79,3.49,1.5253217,1.537171249,1.552845154,1.569608627,1.593411697,1.612559399,1.636585273,0.031154651,-0.100934887,0.022659857,0.084095503,0.095339782,-0.004449223,-0.012316479
0.7,0.07,0.02,0.02,0.05,0.13,0.14,0.15,2.04,2.05,2.43,3.21,3.46,2.86,2.79,1.517492568,1.5253217,1.537171249,1.552845154,1.569608627,1.593411697,1.612559399,0.083853912,0.031154651,-0.100934887,0.022659857,0.084095503,0.095339782,-0.004449223
1.1,0.09,0.07,0.02,0.02,0.05,0.13,0.14,1.82,2.04,2.05,2.43,3.21,3.46,2.86,1.504461116,1.517492568,1.5253217,1.537171249,1.552845154,1.569608627,1.593411697,-0.003962274,0.083853912,0.031154651,-0.100934887,0.022659857,0.084095503,0.095339782
1.1,0.1,0.09,0.07,0.02,0.02,0.05,0.13,1.64,1.82,2.04,2.05,2.43,3.21,3.46,1.495774081,1.504461116,1.517492568,1.5253217,1.537171249,1.552845154,1.569608627,0.037649496,-0.003962274,0.083853912,0.031154651,-0.100934887,0.022659857,0.084095503
1.9,0.09,0.1,0.09,0.07,0.02,0.02,0.05,1.71,1.64,1.82,2.04,2.05,2.43,3.21,1.489862312,1.495774081,1.504461116,1.517492568,1.5253217,1.537171249,1.552845154,0.006593527,0.037649496,-0.003962274,0.083853912,0.031154651,-0.100934887,0.022659857
0.8,0.09,0.09,0.1,0.09,0.07,0.02,0.02,1.95,1.71,1.64,1.82,2.04,2.05,2.43,1.492986547,1.489862312,1.495774081,1.504461116,1.517492568,1.5253217,1.537171249,0.074146911,0.006593527,0.037649496,-0.003962274,0.083853912,0.031154651,-0.100934887
1.9,0.05,0.09,0.09,0.1,0.09,0.07,0.02,2,1.95,1.71,1.64,1.82,2.04,2.05,1.485710019,1.492986547,1.489862312,1.495774081,1.504461116,1.517492568,1.5253217,0.053665105,0.074146911,0.006593527,0.037649496,-0.003962274,0.083853912,0.031154651
3.4,0.03,0.05,0.09,0.09,0.1,0.09,0.07,2.71,2,1.95,1.71,1.64,1.82,2.04,1.487235105,1.485710019,1.492986547,1.489862312,1.495774081,1.504461116,1.517492568,0.033691592,0.053665105,0.074146911,0.006593527,0.037649496,-0.003962274,0.083853912
1.9,0.06,0.03,0.05,0.09,0.09,0.1,0.09,2.75,2.71,2,1.95,1.71,1.64,1.82,1.493324869,1.487235105,1.485710019,1.492986547,1.489862312,1.495774081,1.504461116,0.078892427,0.033691592,0.053665105,0.074146911,0.006593527,0.037649496,-0.003962274
3.8,0.05,0.06,0.03,0.05,0.09,0.09,0.1,2.76,2.75,2.71,2,1.95,1.71,1.64,1.489181469,1.493324869,1.487235105,1.485710019,1.492986547,1.489862312,1.495774081,0.018978866,0.078892427,0.033691592,0.053665105,0.074146911,0.006593527,0.037649496
3.7,0.03,0.05,0.06,0.03,0.05,0.09,0.09,2.62,2.76,2.75,2.71,2,1.95,1.71,1.486257896,1.489181469,1.493324869,1.487235105,1.485710019,1.492986547,1.489862312,0.04492283,0.018978866,0.078892427,0.033691592,0.053665105,0.074146911,0.006593527
4.6,0.03,0.03,0.05,0.06,0.03,0.05,0.09,2.5,2.62,2.76,2.75,2.71,2,1.95,1.487774602,1.486257896,1.489181469,1.493324869,1.487235105,1.485710019,1.492986547,0.023742636,0.04492283,0.018978866,0.078892427,0.033691592,0.053665105,0.074146911
2.4,0.02,0.03,0.03,0.05,0.06,0.03,0.05,2.28,2.5,2.62,2.76,2.75,2.71,2,1.488359744,1.487774602,1.486257896,1.489181469,1.493324869,1.487235105,1.485710019,0.039534331,0.023742636,0.04492283,0.018978866,0.078892427,0.033691592,0.053665105
2.9,0.027,0.02,0.03,0.03,0.05,0.06,0.03,1.97,2.28,2.5,2.62,2.76,2.75,2.71,1.482,1.488359744,1.487774602,1.486257896,1.489181469,1.493324869,1.487235105,0.003715092,0.039534331,0.023742636,0.04492283,0.018978866,0.078892427,0.033691592
2.7,0.02,0.027,0.02,0.03,0.03,0.05,0.06,2.17,1.97,2.28,2.5,2.62,2.76,2.75,1.49,1.482,1.488359744,1.487774602,1.486257896,1.489181469,1.493324869,0.01426851,0.003715092,0.039534331,0.023742636,0.04492283,0.018978866,0.078892427
2.3,0.04,0.02,0.027,0.02,0.03,0.03,0.05,2.22,2.17,1.97,2.28,2.5,2.62,2.76,1.491,1.49,1.482,1.488359744,1.487774602,1.486257896,1.489181469,-0.042441656,0.01426851,0.003715092,0.039534331,0.023742636,0.04492283,0.018978866
1.6,0.09,0.04,0.02,0.027,0.02,0.03,0.03,2.19,2.22,2.17,1.97,2.28,2.5,2.62,1.497,1.491,1.49,1.482,1.488359744,1.487774602,1.486257896,0.034046546,-0.042441656,0.01426851,0.003715092,0.039534331,0.023742636,0.04492283
4.3,0.29,0.09,0.04,0.02,0.027,0.02,0.03,1.92,2.19,2.22,2.17,1.97,2.28,2.5,1.501,1.497,1.491,1.49,1.482,1.488359744,1.487774602,-0.044750676,0.034046546,-0.042441656,0.01426851,0.003715092,0.039534331,0.023742636
