DATE,DPCERL1Q225SBEA,DPCERL1Q225SBEA_delta,CP,CP_delta,W875RX1,W875RX1_delta,PSAVERT,PSAVERT_delta,PAYEMS,PAYEMS_delta,UNRATE,UNRATE_delta,POP,POP_delta,CIVPART,CIVPART_delta,INDPRO,INDPRO_delta,USTRADE,USTRADE_delta,TOTALSA,TOTALSA_delta,TOTALSL,TOTALSL_delta,HOUST,HOUST_delta,CPIAUCSL,CPIAUCSL_delta,CSUSHPISA,CSUSHPISA_delta,WTISPLC,WTISPLC_delta,BASE,BASE_delta,BAA10YM,BAA10YM_delta,FF,FF_delta,DGS10,DGS10_delta,TWEXM,TWEXM_delta,UMCSENT,UMCSENT_delta,SANDP,SANDP_delta,Household Debt,Household Debt_delta
1960_3,-1.6,5.2,-4.14013,-6.82493,0.08381,0.58565,10.2,9.7,-0.50601,0.23707,5.5,5.2,0.40339,0.35303,59.6,59.6,-1.6444,-2.16958,-0.01393,0.12351,0.276651371,0.276651371,1.72882,2.83988,-4.41292,-6.48489,0.05748,0.5987,0.399120158,0.399120158,0,9.72763,2.442237519,2.442237519,1.27,0.99,2.94,3.7,6.302443439,6.302443439,-0.014554859,-0.014554859,0.317531731,0.317531731,2.940647664,-7.477883492,2.349869452,-1.033591731
1960_4,0.5,-1.6,-3.32226,-4.14013,-0.33054,0.08381,10,10.2,-0.58598,-0.50601,6.3,5.5,0.46311,0.40339,59.6,59.6,-2.41077,-1.6444,0.0796,-0.01393,0.276651371,0.276651371,1.39496,1.72882,-2.30833,-4.41292,0.64211,0.05748,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.21,1.27,2.29,2.94,6.302443439,6.302443439,-0.014554859,-0.014554859,0.317531731,0.317531731,-6.48440227,2.940647664,1.275510204,2.349869452
1961_1,-0.1,0.5,-2.06186,-3.32226,0.4864,-0.33054,10.9,10,-0.58573,-0.58598,6.8,6.3,0.39991,0.46311,59.6,59.6,-1.51382,-2.41077,-0.10936,0.0796,0.276651371,0.276651371,1.06345,1.39496,4.64135,-2.30833,0.20148,0.64211,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.28,1.21,2.02,2.29,6.302443439,6.302443439,-0.014554859,-0.014554859,0.317531731,0.317531731,7.889803076,-6.48440227,2.01511335,1.275510204
1961_2,6.1,-0.1,5.26316,-2.06186,1.34653,0.4864,10.9,10.9,0.30205,-0.58573,7,6.8,0.38572,0.39991,59.5,59.6,3.96422,-1.51382,0.31053,-0.10936,0.276651371,0.276651371,-0.46694,1.06345,1.53226,4.64135,-0.03351,0.20148,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.23,1.28,1.75,2.02,6.302443439,6.302443439,-0.014554859,-0.014554859,0.317531731,0.317531731,13.94823345,7.889803076,0.24691358,2.01511335
1961_3,2,6.1,5.33333,5.26316,1.3243,1.34653,11.7,10.9,0.88111,0.30205,6.8,7,0.40607,0.38572,59.2,59.5,3.1907,3.96422,-0.30163,0.31053,0.276651371,0.276651371,0.72446,-0.46694,7.94281,1.53226,0.39222,-0.03351,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.13,1.23,1.67,1.75,6.302443439,6.302443439,-0.014554859,-0.014554859,0.317531731,0.317531731,-0.594510689,13.94823345,1.97044335,0.24691358
1961_4,8.3,2,7.27848,5.33333,2.13404,1.3243,11.6,11.7,0.81445,0.88111,6.2,6.8,0.4403,0.40607,59,59.2,3.50687,3.1907,-0.30055,-0.30163,0.276651371,0.276651371,1.79012,0.72446,2.13392,7.94281,0.14359,0.39222,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.14,1.13,2.37,1.67,6.302443439,6.302443439,-0.014554859,-0.014554859,0.317531731,0.317531731,2.392268094,-0.594510689,0.724637681,1.97044335
1962_1,4.3,8.3,1.47493,7.27848,1.04473,2.13404,11.5,11.6,0.74207,0.81445,5.6,6.2,0.36477,0.4403,58.9,59,1.49345,3.50687,-0.00399,-0.30055,0.276651371,0.276651371,1.56453,1.79012,-1.94524,2.13392,0.39013,0.14359,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.05,1.14,2.45,2.37,4.02,6.302443439,-0.014554859,-0.014554859,0.317531731,0.317531731,7.158913007,2.392268094,1.199040767,0.724637681
1962_2,5,4.3,0,1.47493,1.3495,1.04473,11.3,11.5,0.91803,0.74207,5.5,5.6,0.34727,0.36477,58.8,58.9,0.96937,1.49345,-0.09383,-0.00399,0.276651371,0.276651371,2.95323,1.56453,8.00882,-1.94524,0.37533,0.39013,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.14,1.05,2.61,2.45,3.88,4.02,-0.014554859,-0.014554859,0.317531731,0.317531731,-2.795247961,7.158913007,-1.658767773,1.199040767
1962_3,3.3,5,2.90698,0,0.70469,1.3495,11,11.3,0.41349,0.91803,5.6,5.5,0.37777,0.34727,58.8,58.8,1.06626,0.96937,-0.58152,-0.09383,0.276651371,0.276651371,2.27287,2.95323,-2.72109,8.00882,0.28789,0.37533,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.06,1.14,2.85,2.61,3.99,3.88,-0.014554859,-0.014554859,0.317531731,0.317531731,-21.27965832,-2.795247961,0.963855422,-1.658767773
1962_4,5.8,3.3,2.25989,2.90698,0.94386,0.70469,10.5,11,0.33659,0.41349,5.5,5.6,0.41168,0.37777,58.5,58.8,0.84409,1.06626,0.87236,-0.58152,0.276651371,0.276651371,2.42008,2.27287,10,-2.72109,0.24087,0.28789,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.05,1.06,2.91,2.85,3.9,3.99,-0.014554859,-0.014554859,0.317531731,0.317531731,2.776255708,-21.27965832,0.715990453,0.963855422
1963_1,2.7,5.8,-0.82873,2.25989,0.58036,0.94386,10.7,10.5,0.32297,0.33659,5.8,5.5,0.34122,0.41168,58.6,58.5,1.8486,0.84409,-0.544,0.87236,0.276651371,0.276651371,2.61793,2.42008,-10.29879,10,0.31929,0.24087,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1,1.05,2.97,2.91,3.89,3.9,-0.014554859,-0.014554859,0.317531731,0.317531731,12.13790297,2.776255708,1.658767773,0.715990453
1963_2,3.9,2.7,5.29248,-0.82873,1.138,0.58036,10.6,10.7,0.70256,0.32297,5.7,5.8,0.31455,0.34122,58.7,58.6,2.63725,1.8486,-0.15628,-0.544,0.276651371,0.276651371,2.83773,2.61793,16.15875,-10.29879,0.18375,0.31929,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.89,1,2.96,2.97,3.96,3.89,-0.014554859,-0.014554859,0.317531731,0.317531731,5.499210951,12.13790297,0,1.658767773
1963_3,5.6,3.9,2.6455,5.29248,1.03011,1.138,10.3,10.6,0.54576,0.70256,5.5,5.7,0.37289,0.31455,58.6,58.7,0.6672,2.63725,0.18863,-0.15628,0.276651371,0.276651371,3.01399,2.83773,2.01342,16.15875,0.61245,0.18375,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.8,0.89,3.3,2.96,4.03,3.96,-0.014554859,-0.014554859,0.317531731,0.317531731,4.20610335,5.499210951,2.331002331,0
1963_4,3.4,5.6,2.31959,2.6455,1.53725,1.03011,11,10.3,0.65523,0.54576,5.6,5.5,0.39842,0.37289,58.7,58.6,1.69055,0.6672,0,0.18863,0.276651371,0.276651371,3.10202,3.01399,-2.45215,2.01342,0.27018,0.61245,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.72,0.8,3.45,3.3,4.12,4.03,-0.014554859,-0.014554859,0.317531731,0.317531731,3.35879184,4.20610335,1.366742597,2.331002331
1964_1,8.1,3.4,8.06045,2.31959,1.3286,1.53725,11,11,0.71902,0.65523,5.5,5.6,0.31694,0.39842,58.7,58.7,1.36891,1.69055,-0.06009,0,0.276651371,0.276651371,3.40372,3.10202,0.98099,-2.45215,0.4123,0.27018,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.65,0.72,3.46,3.45,4.18,4.12,-0.014554859,-0.014554859,0.317531731,0.317531731,4.630404657,3.35879184,1.348314607,1.366742597
1964_2,7.2,8.1,-0.2331,8.06045,1.79905,1.3286,11.8,11,0.63245,0.71902,5.2,5.5,0.31175,0.31694,59,58.7,2.34746,1.36891,0.01403,-0.06009,0.276651371,0.276651371,3.03474,3.40372,-9.65392,0.98099,0.16166,0.4123,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.65,0.65,3.49,3.46,4.2,4.18,-0.014554859,-0.014554859,0.317531731,0.317531731,5.278600584,4.630404657,-0.44345898,1.348314607
1964_3,7.6,7.2,2.57009,-0.2331,1.55384,1.79905,11.2,11.8,0.97801,0.63245,5,5.2,0.35466,0.31175,58.6,59,1.60204,2.34746,0.20239,0.01403,0.276651371,0.276651371,2.89829,3.03474,2.75538,-9.65392,0.22595,0.16166,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.63,0.65,3.46,3.49,4.19,4.2,-0.014554859,-0.014554859,0.317531731,0.317531731,3.431247021,5.278600584,1.336302895,-0.44345898
1964_4,1.1,7.6,-0.91116,2.57009,1.36047,1.55384,12,11.2,0.85088,0.97801,5,5,0.36798,0.35466,58.6,58.6,1.51542,1.60204,0.50595,0.20239,0.276651371,0.276651371,2.5058,2.89829,-2.02747,2.75538,0.46055,0.22595,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.64,0.63,3.57,3.46,4.17,4.19,-0.014554859,-0.014554859,0.317531731,0.317531731,3.048106181,3.431247021,0.43956044,1.336302895
1965_1,9.2,1.1,13.7931,-0.91116,1.6041,1.36047,11.1,12,1.1007,0.85088,4.9,5,0.28314,0.36798,58.7,58.6,3.777,1.51542,0.25071,0.50595,0.276651371,0.276651371,3.45177,2.5058,-6.14152,-2.02747,0.31097,0.46055,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.58,0.64,3.98,3.57,4.2,4.17,-0.014554859,-0.014554859,0.317531731,0.317531731,0.677120456,3.048106181,1.094091904,0.43956044
1965_2,4.5,9.2,3.63636,13.7931,1.41768,1.6041,11,11.1,1.14558,1.1007,4.7,4.9,0.26372,0.28314,58.9,58.7,2.31851,3.777,0.17863,0.25071,0.276651371,0.276651371,3.22137,3.45177,4.40967,-6.14152,0.63918,0.31097,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.61,0.58,4.08,3.98,4.21,4.2,-0.014554859,-0.014554859,0.317531731,0.317531731,1.663721534,0.677120456,-0.649350649,1.094091904
1965_3,7.1,4.5,1.75439,3.63636,1.6732,1.41768,12,11,1.23512,1.14558,4.4,4.7,0.32801,0.26372,58.9,58.9,2.09427,2.31851,0.74494,0.17863,0.276651371,0.276651371,2.69277,3.22137,0.88556,4.40967,0.29533,0.63918,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.64,0.61,4.08,4.08,4.25,4.21,-0.014554859,-0.014554859,0.317531731,0.317531731,-2.367689073,1.663721534,1.089324619,-0.649350649
1965_4,11.7,7.1,5.74713,1.75439,2.39558,1.6732,11.3,12,1.28211,1.23512,4.1,4.4,0.33774,0.32801,58.9,58.9,2.02282,2.09427,0.24189,0.74494,0.276651371,0.276651371,2.16216,2.69277,2.83592,0.88556,0.52877,0.29533,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.49,0.64,4.16,4.08,4.48,4.25,-0.014554859,-0.014554859,0.317531731,0.317531731,6.942458145,-2.367689073,0,1.089324619
1966_1,6,11.7,2.71739,5.74713,1.33591,2.39558,10.9,11.3,1.33361,1.28211,3.9,4.1,0.25514,0.33774,58.9,58.9,2.86431,2.02282,0.4728,0.24189,0.276651371,0.276651371,2.47096,2.16216,-9.3237,2.83592,0.93543,0.52877,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.4,0.49,4.56,4.16,4.77,4.48,-0.014554859,-0.014554859,0.317531731,0.317531731,2.745665882,6.942458145,0.215517241,0
1966_2,1,6,0.5291,2.71739,0.91679,1.33591,10.9,10.9,1.45292,1.33361,3.8,3.9,0.25398,0.25514,59,58.9,2.08834,2.86431,0.53696,0.4728,0.276651371,0.276651371,1.59036,2.47096,-8.03765,-9.3237,0.90492,0.93543,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.71,0.4,4.9,4.56,4.78,4.77,-0.014554859,-0.014554859,0.317531731,0.317531731,-3.462076166,2.745665882,-1.720430108,0.215517241
1966_3,4.6,1,-0.52632,0.5291,1.22012,0.91679,10.9,10.9,1.1482,1.45292,3.8,3.8,0.2987,0.25398,59.2,59,1.54723,2.08834,0.50885,0.53696,0.276651371,0.276651371,1.14854,1.59036,-14.64567,-8.03765,0.86588,0.90492,0.399120158,0.399120158,0,0,2.442237519,2.442237519,0.73,0.71,5.4,4.9,5.15,4.78,-0.014554859,-0.014554859,0.317531731,0.317531731,-5.031945365,-3.462076166,0.218818381,-1.720430108
1966_4,1.7,4.6,-1.76367,-0.52632,0.92699,1.22012,11.6,10.9,0.83742,1.1482,3.7,3.8,0.31661,0.2987,59.5,59.2,0.9557,1.54723,0.32077,0.50885,0.276651371,0.276651371,0.94852,1.14854,-14.11439,-14.64567,0.81553,0.86588,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.13,0.73,5.57,5.4,5,5.15,-0.014554859,-0.014554859,0.317531731,0.317531731,-9.653056636,-5.031945365,-1.091703057,0.218818381
1967_1,2.4,1.7,-4.3088,-1.76367,1.02233,0.92699,12.3,11.6,0.66283,0.83742,3.8,3.7,0.25128,0.31661,59.3,59.5,-0.55099,0.9557,0.63563,0.32077,0.276651371,0.276651371,1.02394,0.94852,16.21912,-14.11439,0.25545,0.81553,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.3,1.13,4.84,5.57,4.58,5,-0.014554859,-0.014554859,0.317531731,0.317531731,4.924247778,-9.653056636,-0.220750552,-1.091703057
1967_2,5.6,2.4,0.18762,-4.3088,0.50117,1.02233,11.8,12.3,0.23986,0.66283,3.8,3.8,0.24307,0.25128,59.4,59.3,-0.40756,-0.55099,0.04019,0.63563,0.276651371,0.276651371,0.80864,1.02394,12.19963,16.21912,0.60667,0.25545,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.16,1.3,4.01,4.84,4.83,4.58,-0.014554859,-0.014554859,0.317531731,0.317531731,12.28681035,4.924247778,-1.548672566,-0.220750552
1967_3,2,5.6,2.43446,0.18762,1.09644,0.50117,12.2,11.8,0.6889,0.23986,3.8,3.8,0.27373,0.24307,59.7,59.4,0.6878,-0.40756,0.42473,0.04019,0.276651371,0.276651371,1.34477,0.80864,15.07414,12.19963,1.00401,0.60667,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.08,1.16,3.89,4.01,5.25,4.83,-0.014554859,-0.014554859,0.317531731,0.317531731,0.487807112,12.28681035,0.674157303,-1.548672566
1967_4,2.5,2,4.93601,2.43446,0.77784,1.09644,12.4,12.2,0.82496,0.6889,3.9,3.8,0.29008,0.27373,59.9,59.7,2.67597,0.6878,0.73919,0.42473,0.276651371,0.276651371,1.47666,1.34477,3.50752,15.07414,1.09552,1.00401,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.08,1.08,4.14,3.89,5.64,5.25,-0.014554859,-0.014554859,0.317531731,0.317531731,6.696822669,0.487807112,0,0.674157303
1968_1,9.9,2.5,-1.56794,4.93601,1.64408,0.77784,11.8,12.4,0.74464,0.82496,3.7,3.9,0.22006,0.29008,59.5,59.9,1.42734,2.67597,0.24207,0.73919,0.276651371,0.276651371,1.50979,1.47666,0.62241,3.50752,0.98326,1.09552,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.22,1.08,4.76,4.14,5.61,5.64,-0.014554859,-0.014554859,0.317531731,0.317531731,-0.24816255,6.696822669,4.241071429,0
1968_2,6.2,9.9,2.83186,-1.56794,1.50327,1.64408,11.9,11.8,0.89263,0.74464,3.6,3.7,0.22008,0.22006,59.8,59.5,1.34827,1.42734,0.26978,0.24207,0.276651371,0.276651371,2.3664,1.50979,0.06873,0.62241,0.97368,0.98326,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.28,1.22,5.97,4.76,5.75,5.61,-0.014554859,-0.014554859,0.317531731,0.317531731,-5.556131382,-0.24816255,-4.068522484,4.241071429
1968_3,7.7,6.2,0.68847,2.83186,1.49317,1.50327,10.5,11.9,0.8995,0.89263,3.5,3.6,0.26551,0.22008,59.6,59.8,0.77592,1.34827,1.17594,0.26978,0.276651371,0.276651371,2.32003,2.3664,4.46429,0.06873,1.35233,0.97368,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.4,1.28,5.94,5.97,5.46,5.75,-0.014554859,-0.014554859,0.317531731,0.317531731,9.29645583,-5.556131382,0.892857143,-4.068522484
1968_4,1.8,7.7,2.5641,0.68847,0.97681,1.49317,10.6,10.5,0.98224,0.8995,3.4,3.5,0.27825,0.26551,59.6,59.6,1.51856,0.77592,-1.84104,1.17594,0.276651371,0.276651371,2.982,2.32003,4.01052,4.46429,1.23714,1.35233,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.26,1.4,5.89,5.94,5.77,5.46,-0.014554859,-0.014554859,0.317531731,0.317531731,3.103028658,9.29645583,-0.663716814,0.892857143
1969_1,4.6,1.8,-1.33333,2.5641,0.8457,0.97681,9.8,10.6,1.01038,0.98224,3.4,3.4,0.21295,0.27825,59.8,59.6,1.94527,1.51856,0.83548,-1.84104,0.276651371,0.276651371,2.6612,2.982,6.06827,4.01052,1.22485,1.23714,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.2,1.26,6.54,5.89,6.17,5.77,-0.014554859,-0.014554859,0.317531731,0.317531731,1.159056222,3.103028658,0.890868597,-0.663716814
1969_2,2.6,4.6,-3.04054,-1.33333,1.23584,0.8457,10.1,9.8,0.95291,1.01038,3.4,3.4,0.22042,0.21295,60,59.8,0.43657,1.94527,0.03758,0.83548,0.276651371,0.276651371,2.6145,2.6612,-7.9261,6.06827,1.57805,1.22485,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.23,1.2,8.17,6.54,6.36,6.17,-0.014554859,-0.014554859,0.317531731,0.317531731,-2.26266029,1.159056222,-2.649006623,0.890868597
1969_3,1.9,2.6,-3.13589,-3.04054,1.52303,1.23584,11.6,10.1,0.76622,0.95291,3.6,3.4,0.27084,0.22042,60.2,60,1.20017,0.43657,-0.40943,0.03758,0.276651371,0.276651371,1.75868,2.6145,-8.67314,-7.9261,1.37238,1.57805,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.06,1.23,9,8.17,6.86,6.36,-0.014554859,-0.014554859,0.317531731,0.317531731,-3.743476431,-2.26266029,0.680272109,-2.649006623
1969_4,3.2,1.9,-1.97842,-3.13589,0.68138,1.52303,11.5,11.6,0.37385,0.76622,3.6,3.6,0.30116,0.27084,60.3,60.2,-0.62685,1.20017,0.01886,-0.40943,0.276651371,0.276651371,1.55467,1.75868,-7.0163,-8.67314,1.53521,1.37238,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.08,1.06,8.96,9,7.31,6.86,-0.014554859,-0.014554859,0.317531731,0.317531731,-4.697570409,-3.743476431,-0.675675676,0.680272109
1970_1,2.5,3.2,-4.77064,-1.97842,0.50047,0.68138,11.9,11.5,0.22769,0.37385,4.2,3.6,0.25161,0.30116,60.5,60.3,-2.42267,-0.62685,-0.2206,0.01886,0.276651371,0.276651371,1.19267,1.55467,-5.79268,-7.0163,1.6,1.53521,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.39,1.08,8.6,8.96,7.38,7.31,-0.014554859,-0.014554859,0.317531731,0.317531731,-1.138321484,-4.697570409,0.680272109,-0.675675676
1970_2,1.9,2.5,-0.38536,-4.77064,-0.08771,0.50047,12.4,11.9,-0.20193,0.22769,4.8,4.2,0.29852,0.25161,60.4,60.5,-0.55007,-2.42267,0.44218,-0.2206,0.276651371,0.276651371,0.47357,1.19267,6.22977,-5.79268,1.39895,1.6,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.26,1.39,7.92,8.6,7.71,7.38,-0.014554859,-0.014554859,0.317531731,0.317531731,-2.639584024,-1.138321484,-2.927927928,0.680272109
1970_3,3.6,1.9,1.74081,-0.38536,0.82125,-0.08771,13.1,12.4,-0.26557,-0.20193,5.2,4.8,0.3338,0.29852,60.3,60.4,-0.35797,-0.55007,0.07902,0.44218,0.276651371,0.276651371,1.24275,0.47357,12.94745,6.22977,1.03538,1.39895,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.95,1.26,6.74,7.92,7.46,7.71,-0.014554859,-0.014554859,0.317531731,0.317531731,-18.86644713,-2.639584024,0,-2.927927928
1970_4,-1.1,3.6,-5.32319,1.74081,-0.64322,0.82125,13.1,13.1,-0.5706,-0.26557,5.8,5.2,0.3512,0.3338,60.4,60.3,-2.16171,-0.35797,0.0188,0.07902,0.276651371,0.276651371,0.66003,1.24275,15.10452,12.94745,1.45262,1.03538,0.399120158,0.399120158,0,0,2.442237519,2.442237519,2.42,1.95,5.59,6.74,6.85,7.46,-0.014554859,-0.014554859,0.317531731,0.317531731,15.92409494,-18.86644713,0,0
1971_1,7.9,-1.1,13.85542,-5.32319,1.29477,-0.64322,13.2,13.1,0.384,-0.5706,5.9,5.8,0.31357,0.3512,60.2,60.4,1.92776,-2.16171,-0.29696,0.0188,0.276651371,0.276651371,2.88737,0.66003,6.97129,15.10452,0.84091,1.45262,0.399120158,0.399120158,0,0,2.442237519,2.442237519,2.51,2.42,3.85,5.59,6,6.85,-0.014554859,-0.014554859,0.317531731,0.317531731,9.311979503,15.92409494,0.696055684,0
1971_2,3.7,7.9,4.40917,13.85542,0.78703,1.29477,13.6,13.2,0.47287,0.384,5.9,5.9,0.28984,0.31357,60,60.2,0.90578,1.92776,0.31669,-0.29696,0.276651371,0.276651371,2.16608,2.88737,10.62432,6.97129,0.91904,0.84091,0.399120158,0.399120158,8.86525,0,2.442237519,2.442237519,2.36,2.51,4.56,3.85,6.25,6,-0.014554859,-0.014554859,0.317531731,0.317531731,8.855122977,9.311979503,-1.382488479,0.696055684
1971_3,3.2,3.7,6.75676,4.40917,0.70335,0.78703,13.4,13.6,0.35825,0.47287,6,5.9,0.30059,0.28984,60.1,60,0.30842,0.90578,0.12026,0.31669,0.276651371,0.276651371,2.49624,2.16608,3.66337,10.62432,0.99256,0.91904,0.399120158,0.399120158,0,8.86525,2.442237519,2.442237519,2.22,2.36,5.48,4.56,6.49,6.25,-0.014554859,-0.014554859,0.317531731,0.317531731,-1.146440059,8.855122977,0.934579439,-1.382488479
1971_4,6.8,3.2,3.48101,6.75676,1.30888,0.70335,12.9,13.4,0.60335,0.35825,5.9,6,0.31845,0.30059,60.3,60.1,2.31805,0.30842,0.14827,0.12026,0.276651371,0.276651371,2.964,2.49624,5.15759,3.66337,0.7371,0.99256,0.399120158,0.399120158,0,0,2.442237519,2.442237519,2.52,2.22,4.78,5.48,5.89,6.49,-0.014554859,-0.014554859,0.317531731,0.317531731,-0.826954384,-1.146440059,0.462962963,0.934579439
1972_1,5.4,6.8,6.42202,3.48101,1.71539,1.30888,12.2,12.9,1.13546,0.60335,5.8,5.9,0.24743,0.31845,60.3,60.3,4.23703,2.31805,-0.11432,0.14827,0.276651371,0.276651371,2.48898,2.964,9.26431,5.15759,0.8122,0.7371,0.399120158,0.399120158,0,0,2.442237519,2.442237519,2.2,2.52,3.54,4.78,6.03,5.89,-0.014554859,-0.014554859,0.317531731,0.317531731,3.813300948,-0.826954384,0.921658986,0.462962963
1972_2,7.9,5.4,1.43678,6.42202,1.31288,1.71539,11.4,12.2,1.07593,1.13546,5.7,5.8,0.2339,0.24743,60.4,60.3,1.90977,4.23703,0.00563,-0.11432,0.276651371,0.276651371,3.42418,2.48898,-6.85786,9.26431,0.64597,0.8122,0.399120158,0.399120158,0,0,2.442237519,2.442237519,2.08,2.2,4.29,3.54,6.14,6.03,-0.014554859,-0.014554859,0.317531731,0.317531731,5.005388579,3.813300948,-0.684931507,0.921658986
1972_3,6.3,7.9,4.53258,1.43678,1.8121,1.31288,11.7,11.4,0.77998,1.07593,5.6,5.7,0.2534,0.2339,60.5,60.4,1.28192,1.90977,0.25703,0.00563,0.276651371,0.276651371,3.04711,3.42418,5.8456,-6.85786,0.80048,0.64597,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.88,2.08,4.73,4.29,6.29,6.14,-0.014554859,-0.014554859,0.317531731,0.317531731,-0.055968285,5.005388579,1.379310345,-0.684931507
1972_4,9.7,6.3,8.67209,4.53258,3.02419,1.8121,13.2,11.7,1.26155,0.77998,5.4,5.6,0.27085,0.2534,60.4,60.5,3.49092,1.28192,-0.02246,0.25703,0.276651371,0.276651371,3.30201,3.04711,2.19224,5.8456,1.03498,0.80048,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.62,1.88,5.12,4.73,6.37,6.29,-0.014554859,-0.014554859,0.317531731,0.317531731,3.182755303,-0.055968285,0.453514739,1.379310345
1973_1,7.5,9.7,14.46384,8.67209,0.32393,3.02419,12.2,13.2,1.3392,1.26155,4.9,5.4,0.22217,0.27085,60.4,60.4,2.84503,3.49092,0.05241,-0.02246,0.276651371,0.276651371,4.52568,3.30201,-1.89769,2.19224,1.57198,1.03498,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.36,1.62,6.47,5.12,6.6,6.37,-0.014554859,-0.014554859,0.317531731,0.317531731,6.793301489,3.182755303,0.451467269,0.453514739
1973_2,-0.2,7.5,3.37691,14.46384,0.78342,0.32393,12.9,12.2,0.90689,1.3392,4.9,4.9,0.21836,0.22217,60.8,60.4,0.82078,2.84503,-0.37602,0.05241,0.276651371,0.276651371,3.79069,4.52568,-10.05046,-1.89769,2.09142,1.57198,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.29,1.36,7.77,6.47,6.81,6.6,-4.40707,-0.014554859,0.317531731,0.317531731,-5.539557099,6.793301489,-0.674157303,0.451467269
1973_3,1.4,-0.2,1.79136,3.37691,0.69786,0.78342,13.1,12.9,0.59351,0.90689,4.8,4.9,0.24388,0.21836,60.8,60.8,0.86395,0.82078,-0.02253,-0.37602,0.276651371,0.276651371,3.30701,3.79069,-5.75035,-10.05046,1.97346,2.09142,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.26,1.29,10.49,7.77,7.22,6.81,-2.53024,-4.40707,0.317531731,0.317531731,-6.653514347,-5.539557099,0.452488688,-0.674157303
1973_4,-1.2,1.4,4.96894,1.79136,1.28986,0.69786,14.1,13.1,0.95049,0.59351,4.8,4.8,0.25177,0.24388,61.1,60.8,1.48629,0.86395,-0.47895,-0.02253,0.276651371,0.276651371,2.69592,3.30701,-18.55159,-5.75035,2.52902,1.97346,0.399120158,0.399120158,-2.28013,0,2.442237519,2.442237519,1.68,1.26,10.04,10.49,6.76,7.22,2.48818,-2.53024,0.317531731,0.317531731,4.159464057,-6.653514347,0.45045045,0.452488688
1974_1,-3.4,-1.2,6.01578,4.96894,-1.90407,1.28986,13.6,14.1,0.47141,0.95049,5.1,4.8,0.2074,0.25177,61.3,61.1,-0.87163,1.48629,0.07927,-0.47895,0.276651371,0.276651371,1.81957,2.69592,-3.41048,-18.55159,2.97607,2.52902,0.399120158,0.399120158,2.33333,-2.28013,2.442237519,2.442237519,1.49,1.68,9.34,10.04,7.06,6.76,4.01603,2.48818,0.317531731,0.317531731,-10.03412063,4.159464057,0,0.45045045
1974_2,1.4,-3.4,2.4186,6.01578,-1.14178,-1.90407,12.5,13.6,0.37332,0.47141,5.2,5.1,0.21026,0.2074,61.2,61.3,0.07019,-0.87163,-0.6374,0.07927,0.276651371,0.276651371,1.76293,1.81957,-4.47667,-3.41048,2.67865,2.97607,0.399120158,0.399120158,0,2.33333,2.442237519,2.442237519,1.52,1.49,11.11,9.34,7.54,7.06,-3.84342,4.01603,0.317531731,0.317531731,-3.659661599,-10.03412063,-1.569506726,0
